Metrekare,Oda_Sayisi,Bina_Yasi,Fiyat,Lokasyon_B,Lokasyon_C
62,1,24,164000,False,False
132,4,37,358000,True,False
78,5,11,406000,True,False
52,4,19,314000,True,False
139,3,1,387000,False,False
153,1,17,269000,True,False
172,2,40,292000,True,False
125,1,16,243000,False,True
179,2,26,327000,False,True
157,1,43,221000,False,True
131,2,43,245000,False,True
126,4,15,396000,True,False
51,4,8,335000,False,True
176,4,30,416000,False,True
184,4,14,456000,False,False
75,1,33,159000,False,True
137,2,42,253000,False,True
65,4,7,351000,False,False
122,1,18,236000,True,False
81,2,12,257000,True,False
64,1,2,210000,False,False
190,4,29,432000,False,False
54,3,21,262000,True,False
123,1,7,259000,False,True
101,4,27,347000,False,False
126,5,12,452000,False,False
159,2,20,319000,False,False
192,4,14,464000,True,False
155,5,10,485000,True,False
176,1,41,244000,True,False
56,1,23,160000,True,False
89,5,30,379000,True,False
148,5,47,404000,False,True
192,2,31,330000,False,True
134,1,10,264000,True,False
114,5,19,426000,True,False
181,3,19,393000,True,False
60,3,44,222000,False,False
157,5,23,461000,False,False
75,2,44,187000,True,False
134,1,41,202000,True,False
172,3,32,358000,False,False
193,5,20,503000,False,False
117,5,4,459000,False,False
153,4,33,387000,False,False
129,5,48,383000,False,False
102,2,1,300000,True,False
155,3,13,379000,True,False
93,4,3,387000,False,False
189,3,12,415000,True,False
139,3,29,331000,False,False
150,2,31,288000,False,False
146,5,41,414000,False,False
58,2,36,186000,True,False
61,5,2,407000,True,False
118,4,22,374000,True,False
77,2,22,233000,True,False
105,2,41,223000,False,True
148,1,31,236000,False,False
159,2,45,269000,False,False
126,1,14,248000,True,False
152,5,29,444000,True,False
155,5,35,435000,False,True
158,5,9,490000,False,False
161,1,47,217000,False,False
107,5,32,393000,True,False
127,3,27,323000,True,False
124,2,10,304000,False,True
91,1,25,191000,False,False
117,5,49,369000,False,True
82,3,45,242000,False,False
120,2,33,254000,True,False
105,2,11,283000,False,True
154,5,37,430000,True,False
150,3,9,382000,False,False
100,1,7,236000,False,False
123,5,7,459000,False,True
170,2,34,302000,True,False
192,2,19,354000,False,False
192,2,20,352000,False,False
54,5,42,320000,False,True
132,4,25,382000,False,True
100,4,5,390000,True,False
59,4,48,263000,False,True
189,3,29,381000,False,False
53,5,27,349000,True,False
144,2,25,294000,True,False
195,3,37,371000,True,False
129,4,15,399000,False,False
85,1,48,139000,False,True
74,3,4,316000,True,False
147,3,14,369000,False,False
150,5,49,402000,False,True
58,3,17,274000,True,False
110,5,21,418000,False,True
102,1,16,220000,False,True
195,2,26,343000,False,True
112,2,9,294000,False,False
170,4,2,466000,True,False
154,4,43,368000,True,False
53,1,15,173000,True,False
142,2,35,272000,False,False
77,4,24,329000,False,True
129,3,48,283000,False,False
125,5,38,399000,True,False
165,4,14,437000,False,True
118,1,37,194000,False,False
147,2,37,273000,False,False
50,1,6,188000,False,False
145,5,18,459000,False,False
66,5,22,372000,False,True
161,1,18,275000,False,False
140,4,2,436000,False,True
137,4,32,373000,False,False
139,2,17,305000,True,False
98,2,1,296000,False,False
87,3,9,319000,False,False
199,3,13,423000,True,False
181,2,36,309000,False,True
108,3,37,284000,False,False
117,1,30,207000,False,False
179,4,31,417000,True,False
98,3,23,302000,False,True
175,3,28,369000,True,False
160,1,10,290000,False,False
97,5,25,397000,False,True
100,2,36,228000,False,False
92,1,26,190000,True,False
147,5,26,445000,False,False
173,1,45,233000,True,False
129,4,13,403000,True,False
160,1,17,276000,False,True
192,1,40,262000,True,False
76,4,4,368000,False,True
162,2,23,316000,False,True
135,5,35,415000,False,True
163,3,11,391000,False,True
173,2,12,349000,False,True
98,1,9,230000,True,False
125,3,15,345000,True,False
104,4,45,314000,False,True
105,2,37,231000,True,False
144,5,5,484000,False,True
93,2,19,255000,True,False
136,2,11,314000,False,True
133,3,9,365000,False,False
65,4,35,295000,False,False
198,4,27,444000,False,True
194,2,13,368000,True,False
86,4,12,362000,False,True
126,3,9,358000,True,False
196,3,42,362000,False,True
94,5,28,388000,False,True
195,4,13,469000,True,False
111,5,20,421000,True,False
149,1,13,273000,False,True
101,3,27,297000,False,False
68,2,26,216000,False,False
158,3,29,350000,False,False
93,1,29,185000,False,False
56,2,22,212000,False,False
166,4,9,448000,True,False
117,4,24,369000,False,False
83,3,42,249000,True,False
118,2,19,280000,False,False
104,2,38,228000,True,False
59,5,31,347000,False,False
91,1,39,163000,False,False
90,4,15,360000,True,False
171,3,32,357000,True,False
187,2,46,295000,False,True
59,4,48,263000,False,False
151,3,46,309000,False,False
177,4,29,419000,True,False
198,3,34,380000,True,False
185,4,9,467000,False,False
141,5,35,421000,False,False
162,1,6,300000,True,False
127,4,37,353000,True,False
134,1,14,256000,False,False
79,4,47,285000,True,False
98,2,49,200000,True,False
58,5,9,390000,False,False
194,5,19,506000,False,True
118,1,23,222000,True,False
107,2,41,225000,False,True
111,3,28,305000,True,False
101,5,16,419000,False,True
89,2,26,237000,True,False
112,2,38,236000,False,True
196,1,40,266000,False,True
99,2,25,249000,True,False
190,2,35,320000,False,True
127,3,5,367000,False,False
146,1,7,282000,False,False
92,1,23,196000,False,False
85,2,25,235000,False,True
171,3,1,419000,True,False
157,4,22,413000,False,True
59,5,4,401000,True,False
144,1,28,238000,False,True
55,3,48,209000,True,False
106,3,14,328000,False,True
178,2,33,312000,False,True
120,5,4,462000,False,False
70,1,42,136000,False,True
141,4,11,419000,False,False
176,2,39,298000,True,False
129,1,32,215000,True,False
105,1,4,247000,False,False
165,3,1,413000,False,True
197,5,26,495000,True,False
74,4,33,308000,False,True
54,5,17,370000,False,True
169,3,27,365000,False,True
70,4,42,286000,True,False
67,4,5,357000,True,False
106,2,7,292000,False,True
142,4,25,392000,False,False
68,1,8,202000,False,False
177,5,34,459000,False,False
146,5,41,414000,False,True
180,2,4,372000,False,False
70,4,12,346000,True,False
89,3,31,277000,False,False
116,1,11,244000,False,False
176,2,37,302000,False,True
104,4,44,316000,True,False
158,3,36,336000,True,False
147,4,45,357000,False,False
161,2,22,317000,False,True
164,3,1,412000,False,True
166,3,4,408000,False,False
136,3,36,314000,True,False
130,3,8,364000,True,False
115,4,25,365000,True,False
68,3,28,262000,False,True
184,4,38,408000,False,False
167,3,36,345000,False,True
91,3,36,269000,True,False
91,2,43,205000,False,True
108,4,41,326000,True,False
69,4,46,277000,False,False
122,5,4,464000,True,False
66,2,13,240000,False,False
76,4,38,300000,False,True
51,2,45,161000,False,True
112,2,25,262000,False,True
111,2,3,305000,True,False
149,1,32,235000,False,False
68,4,39,290000,False,True
66,2,1,264000,False,True
118,1,11,246000,False,False
166,1,2,312000,True,False
130,3,5,370000,False,True
88,3,22,294000,True,False
85,4,46,293000,True,False
181,3,13,405000,True,False
78,4,48,282000,False,True
100,1,23,204000,False,True
63,1,47,119000,False,False
118,4,31,356000,False,False
195,3,35,375000,True,False
106,3,38,280000,False,True
61,4,41,279000,True,False
66,5,35,346000,False,False
79,3,45,239000,True,False
137,2,13,311000,True,False
148,3,7,384000,False,True
72,5,5,412000,True,False
178,1,29,270000,True,False
128,1,8,262000,False,True
81,1,8,215000,False,True
58,3,7,294000,False,False
64,1,19,176000,False,True
76,5,39,348000,True,False
158,5,23,462000,False,False
125,3,36,303000,False,False
197,2,42,313000,False,False
114,3,32,300000,False,False
158,1,45,218000,True,False
178,3,4,420000,True,False
59,5,30,349000,True,False
96,3,42,262000,True,False
172,3,39,344000,False,False
108,2,5,298000,True,False
145,5,3,489000,False,False
152,4,22,408000,False,True
173,4,28,417000,True,False
135,5,22,441000,False,True
195,4,22,451000,False,True
161,1,34,243000,True,False
76,4,29,318000,False,False
67,1,43,131000,False,True
131,5,42,397000,True,False
121,4,13,395000,False,True
103,4,7,389000,False,True
120,1,10,250000,True,False
195,1,28,289000,False,True
87,3,4,329000,False,False
186,2,32,322000,False,False
84,4,22,340000,False,True
131,2,20,291000,False,True
182,2,48,286000,True,False
191,4,20,451000,False,False
53,1,6,191000,False,True
199,3,9,431000,False,False
72,5,28,366000,False,True
97,4,13,371000,True,False
197,4,31,435000,True,False
174,5,39,446000,False,False
104,2,14,276000,False,False
117,3,22,323000,False,True
137,2,37,263000,False,True
50,5,45,310000,False,True
184,5,24,486000,False,False
144,3,8,378000,True,False
189,5,15,509000,True,False
155,5,41,423000,False,False
182,3,6,420000,True,False
157,4,23,411000,False,False
91,2,25,241000,False,True
151,4,31,389000,False,False
173,4,46,381000,True,False
189,2,29,331000,False,False
152,4,23,406000,False,False
195,3,10,425000,False,False
123,2,9,305000,False,False
157,1,49,209000,True,False
171,4,13,445000,False,True
66,5,32,352000,True,False
120,2,49,222000,True,False
111,1,45,171000,False,True
90,5,41,358000,True,False
168,1,1,316000,False,True
94,4,1,392000,False,True
107,5,37,383000,False,False
175,4,40,395000,True,False
93,5,18,407000,False,True
64,2,36,192000,True,False
127,3,31,315000,True,False
119,3,1,367000,False,True
150,1,47,206000,False,False
52,5,36,330000,False,True
135,4,9,417000,False,False
123,2,22,279000,False,True
100,2,28,244000,False,True
116,2,26,264000,False,False
125,3,10,355000,False,False
142,4,47,348000,True,False
194,2,3,388000,False,True
56,2,2,252000,True,False
62,1,37,138000,True,False
169,5,31,457000,False,False
115,5,33,399000,False,False
53,5,32,339000,True,False
187,1,43,251000,False,False
137,3,12,363000,False,True
66,1,3,210000,False,False
101,2,48,205000,False,False
183,4,26,431000,False,True
118,2,14,290000,False,False
186,2,12,362000,True,False
70,4,26,318000,True,False
73,5,16,391000,True,False
53,1,8,187000,False,False
52,3,49,204000,False,False
117,2,49,219000,False,False
150,2,28,294000,True,False
103,3,7,339000,False,False
84,1,15,204000,False,True
105,2,41,223000,False,False
157,3,36,335000,True,False
89,2,8,273000,False,True
117,5,10,447000,False,True
95,5,15,415000,True,False
127,2,18,291000,False,True
190,2,46,298000,False,True
55,5,37,331000,False,True
66,2,41,184000,False,True
148,1,45,208000,False,True
130,1,43,194000,False,False
51,4,44,263000,True,False
126,1,35,206000,True,False
115,2,2,311000,False,False
101,2,22,257000,False,False
141,3,15,361000,True,False
71,1,37,147000,True,False
160,5,39,432000,False,False
156,5,36,434000,False,False
116,4,5,406000,False,True
189,3,48,343000,False,False
118,5,15,438000,False,False
133,4,27,379000,False,True
152,1,16,270000,False,True
88,3,36,266000,True,False
62,3,38,236000,True,False
90,2,18,254000,False,False
106,1,35,186000,False,True
61,3,25,261000,False,True
62,4,22,318000,True,False
169,5,31,457000,True,False
146,1,37,222000,False,False
106,1,34,188000,False,True
89,3,23,293000,True,False
167,3,16,385000,False,False
129,3,6,367000,False,False
177,4,15,447000,False,False
84,2,18,248000,True,False
52,3,38,226000,True,False
169,2,13,343000,True,False
54,2,24,206000,True,False
60,1,13,184000,True,False
175,5,1,523000,False,True
120,5,48,374000,False,True
166,4,36,394000,False,True
187,4,49,389000,False,True
155,5,18,469000,False,False
165,5,48,419000,False,False
116,1,33,200000,False,True
80,1,38,154000,True,False
124,5,43,388000,False,True
120,3,6,358000,False,True
115,3,17,331000,False,False
119,1,4,261000,True,False
90,2,14,262000,False,False
69,5,30,359000,True,False
189,4,46,397000,False,False
88,3,20,298000,False,True
194,2,8,378000,True,False
94,3,2,340000,False,False
188,2,37,314000,False,True
119,5,4,461000,False,False
174,5,10,504000,False,False
140,5,20,450000,False,False
119,1,35,199000,False,True
179,2,48,283000,True,False
133,4,10,413000,False,False
138,4,28,382000,False,True
128,5,15,448000,False,False
162,4,36,390000,True,False
142,3,1,390000,False,False
121,2,22,277000,False,True
98,2,27,244000,False,False
101,2,29,243000,False,False
82,3,15,302000,True,False
71,1,10,201000,True,False
163,3,20,373000,True,False
182,2,22,338000,False,False
67,2,48,171000,False,True
167,2,9,349000,False,False
166,4,32,402000,False,False
86,1,17,202000,False,False
113,3,42,279000,False,False
187,2,19,349000,True,False
128,5,40,398000,True,False
172,1,27,268000,True,False
93,5,37,369000,True,False
131,1,34,213000,False,True
136,2,47,242000,False,False
65,1,49,117000,False,False
103,1,10,233000,False,False
151,2,30,291000,False,True
147,5,21,455000,False,True
51,5,21,359000,True,False
143,4,34,375000,False,False
190,5,9,522000,False,False
108,5,34,390000,False,True
118,1,12,244000,False,False
168,4,47,374000,False,True
141,2,21,299000,True,False
94,2,20,254000,False,True
197,3,6,435000,False,False
73,4,45,283000,False,True
140,1,36,218000,False,True
143,3,12,369000,True,False
107,3,41,275000,False,False
177,2,31,315000,False,False
56,5,2,402000,True,False
96,1,16,214000,False,True
102,4,1,400000,False,True
87,3,4,329000,False,False
102,1,47,158000,False,True
192,2,1,390000,True,False
97,3,47,253000,False,False
144,3,35,324000,False,True
196,2,13,370000,True,False
186,2,45,296000,True,False
113,2,42,229000,False,False
142,1,31,230000,False,False
174,1,20,284000,False,True
88,1,7,224000,False,True
53,5,40,323000,False,True
175,3,33,359000,True,False
52,1,28,146000,True,False
113,5,44,375000,False,True
78,3,44,240000,False,False
165,1,20,275000,True,False
60,2,32,196000,True,False
146,4,9,428000,False,True
151,1,34,233000,False,False
70,4,14,342000,True,False
88,1,4,230000,False,False
151,2,29,293000,True,False
95,4,15,365000,False,False
115,5,17,431000,False,False
140,2,19,302000,True,False
160,4,38,384000,False,False
131,4,9,413000,True,False
172,2,27,318000,True,False
148,2,49,250000,False,False
84,2,15,254000,True,False
152,3,37,328000,False,False
178,5,28,472000,True,False
74,1,4,216000,False,False
92,4,21,350000,True,False
133,1,34,215000,True,False
100,2,19,262000,False,True
179,5,37,455000,True,False
175,5,4,517000,True,False
118,3,37,294000,False,False
58,2,32,194000,False,False
51,4,45,261000,False,False
59,3,48,213000,False,False
163,2,12,339000,False,True
125,3,41,293000,False,True
134,1,16,252000,False,False
98,2,14,270000,False,False
119,4,1,417000,False,False
180,4,32,416000,False,False
182,2,21,340000,True,False
139,3,4,381000,False,False
75,5,9,407000,True,False
121,2,46,229000,False,False
54,4,22,310000,False,True
64,1,12,190000,False,True
172,4,30,412000,False,False
193,5,30,483000,False,True
50,4,32,286000,False,True
193,5,36,471000,False,True
52,2,7,238000,False,True
96,4,17,362000,True,False
144,3,1,392000,True,False
62,3,14,284000,True,False
169,4,47,375000,True,False
104,4,44,316000,False,False
198,1,44,260000,False,True
115,4,38,339000,False,True
139,1,26,237000,False,False
111,1,27,207000,False,False
151,1,45,211000,True,False
188,1,16,306000,True,False
57,2,46,165000,False,True
146,3,7,382000,False,False
166,1,32,252000,False,True
113,3,25,313000,False,False
70,1,31,158000,True,False
164,3,16,382000,False,True
134,4,41,352000,False,True
69,4,14,341000,False,False
57,3,25,257000,False,True
107,1,30,197000,True,False
95,2,7,281000,False,True
80,3,12,306000,False,False
142,5,3,486000,False,True
58,2,27,204000,True,False
64,5,46,322000,False,False
143,3,19,355000,False,False
187,1,43,251000,True,False
78,5,37,354000,False,False
129,3,45,289000,False,False
85,2,42,201000,False,True
133,1,7,269000,False,False
158,5,49,410000,False,True
167,3,16,385000,True,False
86,1,32,172000,True,False
135,1,8,269000,True,False
120,4,49,322000,True,False
142,1,13,266000,False,False
129,3,11,357000,False,False
151,2,20,311000,False,True
63,4,18,327000,False,True
166,3,37,342000,False,True
122,3,6,360000,False,False
140,3,20,350000,False,True
139,5,32,425000,False,False
78,5,46,336000,True,False
98,2,44,210000,False,False
121,3,29,313000,True,False
182,5,4,524000,False,True
91,5,7,427000,False,False
184,5,43,448000,False,True
91,2,20,251000,False,True
154,2,34,286000,True,False
76,3,36,254000,False,True
107,4,7,393000,False,False
95,3,33,279000,False,True
115,5,15,435000,True,False
74,5,32,360000,True,False
122,1,22,228000,False,True
166,3,40,336000,True,False
178,5,29,470000,False,True
136,5,25,436000,True,False
123,4,5,413000,False,True
174,1,14,296000,False,True
